,Nameabv,Name_long,Date,Frame No.,Sen1,Sen2,Sen3,Sen4,Sen5,Sen6,Sen7,Sen8,Sen9,Sen10,Sen11,Sen12,Sen13,Sen14,Sen15,Sen16
99,JBi,Joe Biden,01-Jun-21,20,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3125,0.0,0.0,0.0,0.0,0.5,0.0
100,JBi,Joe Biden,01-Jun-21,21,-0.3125,-0.3125,0.0,0.0,0.2,0.0,-0.1875,-0.1875,1.0,0.0,0.4,0.35,0.5,0.1,0.0,0.0
101,DTr,Donald Trump,26-Sep-20,1,0.26,0.0,0.0,0.45,0.0,1.0,0.033333333333333326,0.1,0.3333333333333333,0.3,0.525,0.0,0.525,0.0,0.4642857142857143,0.3666666666666667
102,DTr,Donald Trump,26-Sep-20,2,0.26,0.0,0.4,0.0,0.1,0.5395,0.0,1.0,0.0,0.0,0.53,0.0,0.91,0.91,-0.1,0.5249999999999999
103,DTr,Donald Trump,26-Sep-20,3,0.0,0.75,0.0,0.2,0.4,0.0,0.4,0.25,0.4666666666666666,0.0,0.2777777777777778,0.0,0.85,0.3648148148148149,0.325,0.7
104,DTr,Donald Trump,26-Sep-20,4,0.9,0.26,0.0,0.0,0.0,0.25,0.0,0.5,0.26,0.8,0.7,0.0,0.4,0.0,0.375,0.5633333333333334
105,DTr,Donald Trump,26-Sep-20,5,0.7,0.43333333333333335,0.1875,0.0,0.26,0.8,0.0,0.125,0.0,0.16,0.125,0.75,0.0,0.6,0.0,0.0
106,DTr,Donald Trump,26-Sep-20,6,1.0,-0.2,0.26,0.0,0.0,0.26,0.0,0.3125,0.0,1.0,0.5,0.0,0.4,0.4,-0.1,0.0
107,DTr,Donald Trump,26-Sep-20,7,0.0,0.0,0.13749999999999998,0.0,0.4875,0.5666666666666668,0.03333333333333333,0.13333333333333333,0.5,0.0,0.0,0.0,0.0,0.13,0.5,0.2275
108,DTr,Donald Trump,26-Sep-20,8,0.25,-0.05,0.0,-0.065,0.6666666666666666,0.455,0.0,0.3,0.25,-0.07142857142857142,0.0,0.505,0.175,0.16666666666666666,-0.02121212121212122,0.25
109,DTr,Donald Trump,26-Sep-20,9,0.0,0.4,0.0,0.0,0.3732142857142857,0.0,0.06517857142857142,0.1277777777777778,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.05000000000000002,0.26
110,DTr,Donald Trump,26-Sep-20,10,0.26,0.8,0.2,0.1,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,DTr,Donald Trump,07-Sep-20,1,0.26,0.0,0.8,0.16964285714285715,1.0,0.0,0.4,0.2,0.85,0.21666666666666667,0.28750000000000003,0.0,0.2375,0.4166666666666666,0.0,0.0
112,DTr,Donald Trump,07-Sep-20,2,0.0,-0.025,0.0,0.0,0.0,0.18148148148148147,-0.07142857142857142,0.25,0.18863636363636366,0.1,0.0,-0.1416666666666667,0.0,0.4,0.0,0.0
113,DTr,Donald Trump,07-Sep-20,3,0.21428571428571427,0.0,0.25,0.0,0.2,0.0,0.0,0.43125,0.2,0.0,0.05595238095238094,0.0,0.13333333333333333,0.0,0.9,0.0
114,DTr,Donald Trump,07-Sep-20,4,0.0,0.0,0.0,-0.6,0.5433333333333333,0.0,0.75,0.8,0.8,0.3,0.13636363636363635,-0.2,0.0,0.3333333333333333,0.0,0.03958333333333335
115,DTr,Donald Trump,07-Sep-20,5,0.4370535714285714,0.7,0.175,0.0,0.3333333333333333,0.23129251700680276,0.0,0.0,0.09523809523809523,-0.024999999999999998,0.0,0.0,0.0,0.3,0.375,0.0
116,DTr,Donald Trump,07-Sep-20,6,0.0,0.0,0.0,0.0,0.0,0.2,-0.125,0.26666666666666666,0.4,-0.25,0.0,0.8,0.0,-0.07777777777777779,-0.13958333333333334,-0.125
117,DTr,Donald Trump,07-Sep-20,7,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.5,0.0,0.0,0.0,0.25,0.4,0.4,0.5
118,DTr,Donald Trump,07-Sep-20,8,0.7,-0.2916666666666667,0.0,0.0,0.0625,0.2,0.5,0.0,0.0,0.0,0.0,0.2857142857142857,0.6428571428571428,0.0,0.5,-0.4
119,DTr,Donald Trump,07-Sep-20,9,-0.4,0.1619047619047619,0.0,0.0,0.0,-0.125,-0.1,0.1,0.3595238095238095,-1.0,-1.0,0.0,0.0,0.0,0.2857142857142857,-0.1
120,DTr,Donald Trump,07-Sep-20,10,0.5,0.0,0.0,0.0,0.0,0.0,0.43333333333333335,0.0,0.0,0.2375,0.0,0.2047619047619048,-0.002777777777777768,-0.4,0.0,0.0
121,DTr,Donald Trump,07-Sep-20,11,0.0,0.0,0.0,0.0,-0.21875,-0.5,0.0,0.0,-0.05,0.0,0.0,0.0,0.7,0.0,0.010416666666666656,-0.16666666666666666
122,DTr,Donald Trump,07-Sep-20,12,-0.125,0.0,0.0,-0.4,0.5,-0.4,0.9,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,-0.2416666666666667
123,DTr,Donald Trump,07-Sep-20,13,0.2,0.7666666666666666,-0.125,0.0,-0.175,0.21428571428571427,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
124,DTr,Donald Trump,07-Sep-20,14,-0.09999999999999998,-0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.24,0.8,0.25,0.0,0.0,0.0,0.7,0.0
125,DTr,Donald Trump,07-Sep-20,15,0.0,0.1,0.1,-0.4212121212121211,-0.65,0.0,0.0,0.3,0.0,0.3928571428571429,0.0,0.0,-0.12638888888888888,0.0,0.0,-0.125
126,DTr,Donald Trump,07-Sep-20,16,0.0,0.208,-0.3333333333333333,0.7,-0.7799999999999999,0.2181818181818182,0.0,0.0,0.0,-0.6999999999999998,0.0,0.0,0.1,0.0,0.0,0.0
127,DTr,Donald Trump,07-Sep-20,17,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,-0.4,0.0,0.7,0.0,0.4
128,DTr,Donald Trump,07-Sep-20,18,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,0.0,0.0,0.0,0.1,0.1,1.0,-0.11199999999999996,0.0,0.4,0.4666666666666666,0.3952380952380952,0.45,0.0
